Business Relationship,Fund,Share,ISIN,Date,AUM (€),BR Segmentation,Business Country
"EDR FRANCE, DCP PARIS / NOT MANAGED",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1512078,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PROVINCE / ADVISORY",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,4106837,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PROVINCE / NOT MANAGED",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1416494,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, EDRAC / AXA FRANCE VIE (Technical)",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,615363,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, EDRAC / CRCA / GENERALI (Technical)",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1898004,Bank / EdR Private Banking,FRANCE
"EDR France, PBIA PARIS / Assurances Vie / Managed",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,14281806,Bank / EdR Private Banking,FRANCE
EDR MONACO,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,3262883,Bank / EdR Private Banking,MONACO
EDR MONACO / Advisory,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,7052735,Bank / EdR Private Banking,MONACO
EDR MONACO / Managed,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,209469,Bank / EdR Private Banking,MONACO
EDR MONACO / Not Managed,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,16647200,Bank / EdR Private Banking,MONACO
EDR SUISSE - GENEVE / Advisory,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,9663137,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Not Managed,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1345436,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, REPRESENTATIVE OFFICE ISRAEL / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,100864,Bank / EdR Private Banking,ISRAEL
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,688562,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LUGANO / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,2011977,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LUGANO / Not Managed",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,820152,Bank / EdR Private Banking,SWITZERLAND
EFG BANK (SUISSE) - CUSTODIAN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,185861,Bank / Private Banking,SWITZERLAND
GENERALI LUXEMBOURG / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1158632,Insurance Company / Unit Link,LUXEMBOURG
GENERALI VIE (CGPI),EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,5317935,Insurance Company / Unit Link,FRANCE
GENERALI VIE (DISTRIBUTION),EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,7976902,Insurance Company / Unit Link,FRANCE
GRUPO CASER PENSIONES EGFP S.A. / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,61884,Pension Fund / Other,SPAIN
"GVC GAESCO BEKA, S.V., S.A. / ALLFUNDS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,763223,AM company / Fund of Funds,SPAIN
INSIGNEO SECURITIES LLC,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,295768,Bank / Online Broker,UNITED STATES
JULIUS BÄER SPAIN / ALLFUNDS INTERN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,156833,Bank / Private Banking,SPAIN
LA MONDIALE EUROPARTNER (ex LA HENIN VIE ET LA MONDIALE LUX),EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,9050182,Insurance Company / Unit Link,LUXEMBOURG
LA MONDIALE PARTENAIRE SA / Déposé EDRF,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,348767,Insurance Company / Unit Link,FRANCE
LATIN SECURITIES S.A. AGENTE DE VALORES,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,328668,Bank / Private Banking,URUGUAY
LCL BANQUE PRIVEE  FUND CHANNEL no rebates,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,353197,Bank / Retail,FRANCE
LCL BANQUE PRIVEE / FUND CHANNEL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1130288,Bank / Retail,FRANCE
"MAPFRE INVERSION SOCIEDAD DE VALORES, S.A. / BANCO INVERSIS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,488114,Insurance Company / Own Account,SPAIN
MAURITUS COMMERCIAL BRANCH -MCB-,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,58974,Bank / Private Banking,MAURITIUS
MFEX MUTUAL FUND EXCHANGE AB (SUEDE) / CUSTODIAN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,-8023,Bank / Trading Platform,SWEDEN
MIRABAUD & CIE (SUISSE) - CUSTODIAN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,356420,Bank / Private Banking,SWITZERLAND
"MIRABAUD (EUROPE) S.A., SUCURSAL EN ESPAÑA / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,357319,Bank / Private Banking,SPAIN
MIRABAUD FINANZAS SV. S.A. / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,644762,Bank / Private Banking,SPAIN
MONTE PASCHI BANQUE,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,513834,Bank / Retail,FRANCE
NATIXIS LIFE FRANCE / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,806081,Insurance Company / Unit Link,FRANCE
NATIXIS WEALTH MANAGEMENT / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,5321236,Bank / Private Banking,FRANCE
NATIXIS WEALTH MANAGEMENT / no rebates,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,509720,Bank / Private Banking,FRANCE
NORTIA / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,134891,Independant Financial Advisor,FRANCE
NORTIA INVEST /ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,367149,Independant Financial Advisor,FRANCE
NORTIA LA MONDIALE / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,882261,Independant Financial Advisor,FRANCE
OPEN BANK GRUPO SANTANDER SA / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,81986,Bank / Retail,SPAIN
ORADEA VIE,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,786570,Insurance Company / Unit Link,FRANCE
PIC FINANCE SA,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,88084,Independant Financial Advisor,SWITZERLAND
QUINTET LUXEMBOURG,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,552225,Bank / Private Banking,LUXEMBOURG
RENTA 4 / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,49087,Bank / Private Banking,SPAIN
ROTHSCHILD & CO ASSET MANAGEMENT / FUND CHANNEL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,26855,Bank / Private Banking,FRANCE
"SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C. / ALLFUNDS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,7531416,AM company / Fund of Funds,SPAIN
SANTANDER PRIVATE BANKING GESTION SGIIC / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,5498485,Bank / Private Banking,SPAIN
SELENCIA / RETAIL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1500550,Insurance Company / Unit Link,FRANCE
SG PRIVATE BANKING MONACO,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,21484,Bank / Private Banking,MONACO
"SINGULAR BANK, S.A.U. / BANCO INVERSIS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,862538,Bank / Retail,SPAIN
SOCIETE GENERALE PRIVATE BANKING LUXEMBOURG,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,5904,Bank / Private Banking,LUXEMBOURG
SOGELIFE,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,831899,Insurance Company / Unit Link,LUXEMBOURG
SPIRICA / FUND CHANNEL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,4679252,Insurance Company / Unit Link,FRANCE
SUNPARTNERS SA (GENEVE),EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,15039,Independant Financial Advisor,SWITZERLAND
SURAVENIR DISTRIBUTION,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,801449,Insurance Company / Unit Link,FRANCE
SWISS LIFE ASSURANCE ET PATRIMOINE / Référencement,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,9659437,Insurance Company / Unit Link,FRANCE
SWISS LIFE BANQUE PRIVEE / FUND CHANNEL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1073271,Bank / Private Banking,FRANCE
SWISSQUOTE BANK SA,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,139417,Bank / Online Broker,SWITZERLAND
UBS AG - CUSTODIAN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,867978,Bank / Retail,SWITZERLAND
VIE PLUS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,13456179,Insurance Company / Unit Link,FRANCE
ANDBANK / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,9913,Bank / Private Banking,SPAIN
BANKINTER LUXEMBOURG / ALLFUNDS INTERN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,1322673,AM company / Fund of Funds,LUXEMBOURG
"BANKINTER, S.A. / ALLFUNDS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,226548,Bank / Retail,SPAIN
"BANKINTER, S.A. SUCURSAL EM PORTUGAL / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,2768913,Bank / Private Banking,PORTUGAL
"BOLTON GLOBAL CAPITAL, INC. / NSCC",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,56843,Bank / Online Broker,UNITED STATES
CORREDOR DE BOLSA SURA S.A. / ALLFUNDS INTERN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,1620393,Bank / Private Banking,URUGUAY
"EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,139108,Bank / EdR Private Banking,PORTUGAL
"EDR EUROPE, SUCURSAL EM PORTUGAL / Not Managed",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,286993,Bank / EdR Private Banking,PORTUGAL
EDR MONACO / Not Managed,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,51349,Bank / EdR Private Banking,MONACO
EDR SUISSE - GENEVE / Advisory,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,7135992,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Managed,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,42013,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Not Managed,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,3175217,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - ZURICH / Advisory,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,744176,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,21473,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LUGANO / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,404348,Bank / EdR Private Banking,SWITZERLAND
INSIGNEO ASESOR INTERNACIONAL SA / NSCC,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,589087,Corporate,URUGUAY
"INSIGNEO INTERNATIONAL FINANCIAL SERVICES, LLC / NSCC",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,6875057,Bank / Online Broker,PUERTO RICO
INSIGNEO SECURITIES LLC / NSCC,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,2800003,Bank / Online Broker,UNITED STATES
LATIN SECURITIES S.A. AGENTE DE VALORES / NSCC,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,2183323,Bank / Online Broker,URUGUAY
"LOMBARD ODIER (Europe) S.A., SUCCURSALE FRANCE",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,893748,Bank / Private Banking,FRANCE
PIC FINANCE SA,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,1284376,Independant Financial Advisor,SWITZERLAND
SWISSQUOTE BANK SA,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,21473,Bank / Online Broker,SWITZERLAND
"VICTOR PAULLIER & CIA SOCIEDAD DE BOLSA, S.A. / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - USD (H),FR001400S6A0,2025-12-31 05:00:00,45973,Bank / Private Banking,URUGUAY
"ABANCA GESTION DE ACTIVOS, SGIIC, SA",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,417648,AM company / Fund of Funds,SPAIN
ANDBANK / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,1040647,Bank / Private Banking,SPAIN
"ANDORRA BANC AGRÍCOL REIG, S.A. / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,519484,Bank / Private Banking,ANDORRA
"BANCO BPI, S.A. / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,104146,Bank / Retail,PORTUGAL
BANCO INVERSIS S.A.,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,149451,Bank / Trading Platform,SPAIN
"BANCO INVEST, S.A. / MFEX",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,161919,Bank / Private Banking,PORTUGAL
BANKINTER LUXEMBOURG / ALLFUNDS INTERN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,155420,AM company / Fund of Funds,LUXEMBOURG
"BANKINTER, S.A. / ALLFUNDS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,7371372,Bank / Retail,SPAIN
"BANKINTER, S.A. SUCURSAL EM PORTUGAL / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,4089961,Bank / Private Banking,PORTUGAL
CAIXABANK SA / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,410900,Bank / Private Banking,SPAIN
CAJAMAR GESTION / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,1595046,AM company / Fund of Funds,SPAIN
CASER AV / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,526616,Independant Financial Advisor,SPAIN
EDR EUROPE - BP / Advisory,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,301055,Bank / EdR Private Banking,LUXEMBOURG
"EDR FRANCE, DCP PARIS / ADVISORY",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,259743,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PROVINCE / ADVISORY",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,731177,Bank / EdR Private Banking,FRANCE
EDR MONACO,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,306374,Bank / EdR Private Banking,MONACO
EDR MONACO / Advisory,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,199250,Bank / EdR Private Banking,MONACO
EDR MONACO / Not Managed,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,2924386,Bank / EdR Private Banking,MONACO
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,801041,Bank / EdR Private Banking,SWITZERLAND
"GVC GAESCO BEKA, S.V., S.A. / ALLFUNDS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,15539,AM company / Fund of Funds,SPAIN
NATIXIS WEALTH MANAGEMENT / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,630419,Bank / Private Banking,FRANCE
NATIXIS WEALTH MANAGEMENT / no rebates,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,503623,Bank / Private Banking,FRANCE
"SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C. / ALLFUNDS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,59221,AM company / Fund of Funds,SPAIN
SANTANDER PRIVATE BANKING GESTION SGIIC / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - EUR,FR001400S6B8,2025-12-31 05:00:00,206910,Bank / Private Banking,SPAIN
"BANKINTER, S.A. SUCURSAL EM PORTUGAL / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - USD (H),FR001400S6C6,2025-12-31 05:00:00,179668,Bank / Private Banking,PORTUGAL
"BOLTON GLOBAL CAPITAL, INC. / NSCC",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - USD (H),FR001400S6C6,2025-12-31 05:00:00,5147775,Bank / Online Broker,UNITED STATES
CORREDOR DE BOLSA SURA S.A. / ALLFUNDS INTERN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - USD (H),FR001400S6C6,2025-12-31 05:00:00,81559,Bank / Private Banking,URUGUAY
EDR SUISSE - ZURICH / Advisory,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - USD (H),FR001400S6C6,2025-12-31 05:00:00,859395,Bank / EdR Private Banking,SWITZERLAND
"INSIGNEO INTERNATIONAL FINANCIAL SERVICES, LLC / NSCC",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - USD (H),FR001400S6C6,2025-12-31 05:00:00,2927332,Bank / Online Broker,PUERTO RICO
LATIN SECURITIES S.A. AGENTE DE VALORES / NSCC,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - USD (H),FR001400S6C6,2025-12-31 05:00:00,91248,Bank / Online Broker,URUGUAY
QUEST CAPITAL ADVISERS S.A / NSCC,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - USD (H),FR001400S6C6,2025-12-31 05:00:00,16275,Bank / Private Banking,URUGUAY
"VICTOR PAULLIER & CIA SOCIEDAD DE BOLSA, S.A. / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 B - USD (H),FR001400S6C6,2025-12-31 05:00:00,100379,Bank / Private Banking,URUGUAY
2PM MONACO / EDR MONACO,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 CR - EUR,FR001400S6D4,2025-12-31 05:00:00,6122,AM company / Independant,MONACO
AEP-ASSURANCE EPARGNE PENSION / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 CR - EUR,FR001400S6D4,2025-12-31 05:00:00,125363,Insurance Company / Unit Link,FRANCE
ALLIANZ VIE / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 CR - EUR,FR001400S6D4,2025-12-31 05:00:00,308911,Insurance Company / Unit Link,FRANCE
ANDBANK / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 CR - EUR,FR001400S6D4,2025-12-31 05:00:00,30059,Bank / Private Banking,SPAIN
"ANDORRA BANC AGRÍCOL REIG, S.A. / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 CR - EUR,FR001400S6D4,2025-12-31 05:00:00,161417,Bank / Private Banking,ANDORRA
BANCA MARCH / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 CR - EUR,FR001400S6D4,2025-12-31 05:00:00,77444,Bank / Private Banking,SPAIN
BANCO INVERSIS S.A.,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 CR - EUR,FR001400S6D4,2025-12-31 05:00:00,77939,Bank / Trading Platform,SPAIN
BANQUE DE LUXEMBOURG / CUSTODIAN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 CR - EUR,FR001400S6D4,2025-12-31 05:00:00,99032,Bank / Private Banking,LUXEMBOURG
